case,backbone,regime,amplitude_min,amplitude_max,noise_level,num_seeds,num_trajectories,epochs,bin_coverage_mean,bin_coverage_std,gradient_rms_mean,gradient_rms_std,curvature_rms_mean,curvature_rms_std,weak_diffusion_energy_mean,weak_diffusion_energy_std,final_weak_loss_mean,final_weak_loss_std,relative_error_D_mean,relative_error_D_std,relative_error_R_mean,relative_error_R_std,unseen_rollout_relative_l2_mean,unseen_rollout_relative_l2_std
case_a,mlp,low_excitation,0.54,0.6599999999999999,0.0,3.0,6.0,150.0,0.125,0.0,0.322472662341423,0.0035410227676570616,5.338453990391391,0.6027708351116875,1.091234245580794,0.1270273625996997,1.8786859982355963e-05,3.0176916617063718e-06,0.12804362177848816,0.009278024251301599,1.2892029682795207,0.03130197034142714,0.0005333084588861565,8.114491788400564e-05
case_a,mlp,high_excitation,0.0,1.2,0.0,3.0,6.0,150.0,1.0,0.0,3.2941185925751433,0.04624839741936915,57.81897634248408,6.453790062330881,115.75759958245624,13.67769836118255,0.0009470879255483547,0.00016021622166416624,0.05487590407331785,0.011254608074877954,0.3672837217648824,0.020493175832924777,0.0038794871213974503,0.00030663989637731644
