case,setting,seed,noise_level,space_stride,time_stride,backbone,neural_true_ErrD,neural_true_ErrR,neural_unseen,symbolic_family_D,symbolic_family_R,symbolic_expr_D,symbolic_expr_R,symbolic_complexity_D,symbolic_complexity_R,symbolic_surrogate_ErrD,symbolic_surrogate_ErrR,symbolic_true_ErrD,symbolic_true_ErrR,symbolic_unseen,bir_D,bir_R
case_exp,clean,0,0.0,1,1,mlp,0.04778820276260376,0.48140522837638855,0.0030469783546120096,rational,polynomial,(0.0184634 + 0.0228968*u + 0.00747096*u^2) / (1 - 0.395833*u + 0.523552*u^2),0.00863369 + 0.354896*u - 0.386339*u^2 + 0.074255*u^3 + 0.00554735*u^4,5,5,0.0018130898039154333,0.0001583917197661259,0.0476437256556801,0.48140614176103264,0.0031072178708734088,0.9969767202244165,1.000001897330129
case_exp,clean,1,0.0,1,1,mlp,0.046985380351543427,0.46344617009162903,0.0031644625020745775,rational,polynomial,(0.0183564 + 0.0235617*u + 0.00806302*u^2) / (1 - 0.381853*u + 0.53486*u^2),0.0115571 + 0.344982*u - 0.373562*u^2 + 0.0676113*u^3 + 0.00596109*u^4,5,5,0.0018552028480297573,0.00016190134579438138,0.04682987862460311,0.4634470424679582,0.0032364440307554457,0.9966904231533967,1.0000018823681918
case_exp,clean,2,0.0,1,1,mlp,0.04700822755694389,0.46459463238716125,0.003274113488062878,rational,polynomial,(0.0182565 + 0.0241626*u + 0.0125415*u^2) / (1 - 0.376392*u + 0.635795*u^2),0.00672099 + 0.314779*u - 0.328414*u^2 + 0.0533543*u^3 + 0.00391289*u^4,5,5,0.0019468241805101765,0.00017879114897221697,0.046813156334351236,0.46459622868670647,0.0033237220209356376,0.9958502748831286,1.00000343589752
case_exp,noise_1,0,0.01,1,1,mlp,0.30235081911087036,1.6630117893218994,0.025158808474919175,rational,rational,(0.0162534 + 0.00538435*u + 0.00650905*u^2) / (1 - 0.668401*u + 0.591857*u^2),(0.162047 + 0.152128*u - 0.311555*u^2) / (1 - 1.24337*u + 0.678633*u^2),5,5,0.0029130865059348913,0.019778939874931907,0.30233897523050385,1.665661372708793,0.02516225908401412,0.9999608273580957,1.0015932438987543
case_exp,noise_1,1,0.01,1,1,mlp,0.37936732172966003,2.1828362941741943,0.03699691072225293,rational,rational,(0.0145766 + 1.02009e-05*u + 0.0111451*u^2) / (1 - 0.830753*u + 0.784845*u^2),(0.186795 + 0.116339*u - 0.305009*u^2) / (1 - 1.36503*u + 0.715632*u^2),5,5,0.0040577400396084665,0.019688805581199443,0.3793666428174567,2.185688889040536,0.03706463006505491,0.9999982104093725,1.001306829501578
case_exp,noise_1,2,0.01,1,1,mlp,0.48234084248542786,2.574101448059082,0.040880794566251454,rational,rational,(0.0124555 + 0.00275695*u + 0.013652*u^2) / (1 - 0.878698*u + 1.16162*u^2),(0.228333 + 0.0786004*u - 0.281835*u^2) / (1 - 1.33561*u + 0.644307*u^2),5,5,0.00903144683239696,0.020898725048559993,0.4823753334426734,2.5761679784570255,0.04101645895342889,1.0000715074366662,1.000802816221366
case_exp,noise_5,0,0.05,1,1,mlp,0.8334839344024658,4.821767330169678,0.09516648111467868,polynomial,rational,0.00661407 + 0.00081897*u - 0.000672037*u^2,(0.428601 - 0.138842*u - 0.323389*u^2) / (1 - 1.58447*u + 0.82871*u^2),3,5,0.0007090711678374442,0.020346403254892897,0.8334884253164982,4.816959330518632,0.09510267310662429,1.0000053881230904,0.9990028553180154
case_exp,noise_5,1,0.05,1,1,mlp,0.837558925151825,4.66331672668457,0.10239733305426592,polynomial,rational,0.00581703 + 0.00142261*u - 0.000662816*u^2,(0.392756 - 0.0818612*u - 0.352887*u^2) / (1 - 1.6027*u + 0.853445*u^2),3,5,0.0004828664345414622,0.02013444950956869,0.8375554120209066,4.659847874152709,0.10242578678572573,0.9999958055119312,0.9992561404821569
case_exp,noise_5,2,0.05,1,1,mlp,0.8419117331504822,4.253756523132324,0.09628791937022052,polynomial,rational,0.00620682 + 0.000858366*u - 0.00064851*u^2,(0.386933 - 0.088967*u - 0.300654*u^2) / (1 - 1.5225*u + 0.770042*u^2),3,5,0.000582824578980314,0.019583600172963907,0.8419148820337978,4.254869026567834,0.09634429749793329,1.000003740158489,1.00026153434722
case_exp,sparse_space,0,0.0,2,1,mlp,0.076229989528656,0.5673102140426636,0.004314730517527506,rational,polynomial,(0.0198026 + 0.0154934*u + 0.0747286*u^2) / (1 - 0.244828*u + 1.70277*u^2),0.00160699 + 0.358337*u - 0.381266*u^2 + 0.0790485*u^3 + 0.00405956*u^4,5,5,0.0011643957877764469,0.00014363983123032406,0.07631944944113536,0.5673111021700791,0.004283008883219125,1.0011735527321006,1.0000015655057737
case_exp,sparse_space,1,0.0,2,1,mlp,0.07039286196231842,0.5430431365966797,0.004907009854134526,rational,polynomial,(0.0186963 + 0.0240296*u + 0.0202574*u^2) / (1 - 0.357208*u + 0.750109*u^2),0.00258923 + 0.348957*u - 0.366153*u^2 + 0.0706419*u^3 + 0.00441566*u^4,5,5,0.001492334732429019,0.00016260403536041005,0.07027142134723775,0.5430441595965494,0.0049372459148602724,0.9982748163422355,1.000001883828007
case_exp,sparse_space,2,0.0,2,1,mlp,0.0694991871714592,0.5277096629142761,0.004441453882514518,rational,polynomial,(0.0186003 + 0.025686*u + 0.0136069*u^2) / (1 - 0.361069*u + 0.638516*u^2),-0.00172939 + 0.31642*u - 0.319267*u^2 + 0.0543015*u^3 + 0.00283142*u^4,5,5,0.0018287603031546804,0.0001736426837782091,0.06936331844923123,0.5277108979381047,0.004474601303447582,0.9980450314923429,1.0000023403471934
case_exp,sparse_time,0,0.0,1,2,mlp,0.04781481623649597,0.4862833619117737,0.003042505406737903,rational,polynomial,(0.0184541 + 0.0228961*u + 0.00745925*u^2) / (1 - 0.397629*u + 0.523461*u^2),0.0083287 + 0.354906*u - 0.386375*u^2 + 0.0748139*u^3 + 0.00544477*u^4,5,5,0.0018152131026680717,0.0001550866834668804,0.047670005009542236,0.4862842368008587,0.0031030834114866824,0.9969714151731236,1.0000017991343186
case_exp,sparse_time,1,0.0,1,2,mlp,0.04690639674663544,0.4693862199783325,0.003166052786171677,rational,polynomial,(0.0183554 + 0.023465*u + 0.00872721*u^2) / (1 - 0.382459*u + 0.546905*u^2),0.0111768 + 0.344891*u - 0.373369*u^2 + 0.0682205*u^3 + 0.00581566*u^4,5,5,0.0018378027397060112,0.0001575957710759875,0.04674887579947455,0.4693870330924455,0.00323742682201325,0.9966418024387648,1.0000017322922539
case_exp,sparse_time,2,0.0,1,2,mlp,0.04726555198431015,0.46904584765434265,0.0032825986096647465,rational,polynomial,(0.0182669 + 0.0241026*u + 0.0130388*u^2) / (1 - 0.376467*u + 0.644708*u^2),0.00637116 + 0.314609*u - 0.328136*u^2 + 0.0537581*u^3 + 0.00382154*u^4,5,5,0.0019271153934309958,0.00017425083902536934,0.04707099147729178,0.4690473433784391,0.00333143288114693,0.9958836721703165,1.0000031888654466
case_exp,sparse_both,0,0.0,2,2,mlp,0.07610422372817993,0.5662341713905334,0.0043312137405762405,rational,polynomial,(0.0197872 + 0.0155143*u + 0.0728216*u^2) / (1 - 0.258084*u + 1.67257*u^2),0.00152265 + 0.358288*u - 0.381453*u^2 + 0.0790699*u^3 + 0.0040855*u^4,5,5,0.0010991084833684636,0.00014496042680272803,0.07618821896142736,0.5662350536011403,0.004301649855144317,1.0011036868800796,1.000001558031379
case_exp,sparse_both,1,0.0,2,2,mlp,0.06857211887836456,0.5415381789207458,0.00484921655222751,rational,polynomial,(0.0186236 + 0.0246046*u + 0.0163446*u^2) / (1 - 0.366443*u + 0.684208*u^2),0.00289596 + 0.348808*u - 0.36643*u^2 + 0.0706768*u^3 + 0.00444963*u^4,5,5,0.0016751771150218774,0.00016128873320312895,0.06844103652696737,0.5415391499960541,0.004883354364720964,0.9980884016194729,1.0000017931797722
case_exp,sparse_both,2,0.0,2,2,mlp,0.06758616119623184,0.5248270034790039,0.0043488042330023435,rational,polynomial,(0.0185646 + 0.0258208*u + 0.012204*u^2) / (1 - 0.366389*u + 0.617012*u^2),-0.0011395 + 0.316436*u - 0.320328*u^2 + 0.0546073*u^3 + 0.00288824*u^4,5,5,0.0018994560605227724,0.0001721574801283659,0.06744506287859497,0.5248282828895731,0.0043835130440579885,0.9979123193988308,1.0000024377758017
