case,backbone,space_stride,time_stride,fine_nx,fine_saved_dt,val_nx,val_saved_dt,num_seeds,num_train_trajectories,num_test_trajectories,epochs,relative_error_D_mean,relative_error_D_std,relative_error_R_mean,relative_error_R_std,final_weak_loss_mean,final_weak_loss_std,unseen_rollout_relative_l2_mean,unseen_rollout_relative_l2_std,cross_grid_rollout_relative_l2_mean,cross_grid_rollout_relative_l2_std
case_b,mlp,1.0,1.0,64.0,0.0005,48.0,0.0006,3.0,8.0,4.0,150.0,0.08425117532412212,0.003776664716077277,0.2715737173954646,0.041513178979373525,0.00031872889182219904,3.9023454521848146e-05,0.003449326867526477,0.00020353187022097787,0.0033719461747785053,0.00019535573970562797
case_b,mlp,2.0,1.0,64.0,0.0005,48.0,0.0006,3.0,8.0,4.0,150.0,0.06924836834271748,0.0045232318834500405,0.3752903838952382,0.0405650993372609,0.0008375783994173011,0.00010833055299297138,0.0039569906881898155,8.569204937979954e-05,0.0038032466883582187,6.42600438102488e-05
case_b,mlp,1.0,2.0,64.0,0.0005,48.0,0.0006,3.0,8.0,4.0,150.0,0.08496647328138351,0.00367139984662639,0.26925914486249286,0.04124799696035541,0.00031788507476449013,3.895935719506351e-05,0.0034400266347515284,0.00019800754338024048,0.0033632469470403327,0.0001903970816638212
case_b,mlp,2.0,2.0,64.0,0.0005,48.0,0.0006,3.0,8.0,4.0,150.0,0.06981583436330159,0.004522990928221055,0.37174273530642193,0.0403883698095763,0.0008393923829620084,0.00010756150543021584,0.003931968285487476,7.484582163192815e-05,0.003778588242101553,5.364050981662063e-05
