case,backbone,regime,amplitude_min,amplitude_max,noise_level,num_seeds,num_trajectories,epochs,bin_coverage_mean,bin_coverage_std,gradient_rms_mean,gradient_rms_std,curvature_rms_mean,curvature_rms_std,weak_diffusion_energy_mean,weak_diffusion_energy_std,final_weak_loss_mean,final_weak_loss_std,relative_error_D_mean,relative_error_D_std,relative_error_R_mean,relative_error_R_std,unseen_rollout_relative_l2_mean,unseen_rollout_relative_l2_std
case_b,mlp,low_excitation,0.63,0.7699999999999999,0.0,3.0,6.0,150.0,0.125,0.0,0.40634283529310367,0.009679515278027852,7.024942115421032,0.8888815497642057,1.822254136964467,0.2589782708018554,1.6156939030527912e-05,2.8691785391515225e-06,0.2983868519465129,0.012910730336250729,1.030509094397227,0.08982057417188766,0.00047444179611564263,8.21830449056663e-05
case_b,mlp,high_excitation,0.0,1.4,0.0,3.0,6.0,150.0,1.0,0.0,4.106454261353648,0.1040751898954048,75.07892585152366,9.65981971225423,204.63525870586915,28.524365006667825,0.0003690618517187734,5.803764320426017e-05,0.08565780272086461,0.004675872492914167,0.2829486181338628,0.03448411949733529,0.003310258791772025,0.00016385139769063462
